100	 0.000508	 0.000377
200	 0.001191	 0.000736
300	 0.001993	 0.001152
400	 0.002828	 0.00191
500	 0.004496	 0.002263
600	 0.004616	 0.002802
700	 0.004808	 0.003472
800	 0.003194	 0.003802
900	 0.005384	 0.00397
1000	 0.003809	 0.003978
1100	 0.005683	 0.004542
1200	 0.004688	 0.005388
1300	 0.00771	 0.005832
1400	 0.005841	 0.007281
1500	 0.006754	 0.008126
1600	 0.00684	 0.00788
1700	 0.007769	 0.008494
1800	 0.008112	 0.009342
1900	 0.008441	 0.009755
2000	 0.009598	 0.010895
